#CODE	ENGLISH	GALEGO
b_boudonitza	Boudonitza	Artan
b_levadhia	Levadhia	Preveza
b_demetrias	Demetrias	Angelokastron
b_ravennika	Ravennika	Arta
b_gravia	Gravia	Agnanta
c_hellas_adj	Hellenic	Thomokastron
b_naupaktos	Naupaktos	Vonitsza
b_amphissa	Amphissa	Vlacherna
b_lidoriki	Lidoriki	Rogoi
b_kastrinitsi	Kastrinitsi	Phaeacians
b_markrynia	Markrynia	Corfu
b_paravola	Paravola	Lefkas
b_amfissa	Amfissa	Palaio Frourio
b_itea	Itéa	Kefalonia
c_atheniai_adj	Athenian	Zante
b_athens	Athens	Paxos
b_piraeaus	Piraeaus	Ithaca
b_megara	Megara	Cerigo
b_soula	Soula	Athens
b_daphni	Daphni	Athenian
b_karydi	Karydi	Demetrian
b_salamis	Salamis	Thebes
b_marathon	Marathon	Lebadea
d_achaia	Achaia	Neopatras
d_achaia_adj	Achaian	Boudonitza
c_achaia_adj	Achaian	Levadhia
b_patras	Patras	Demetrias
b_pyrgos	Pyrgos	Ravennika
b_andravida	Andravida	Gravia
b_kalavryta	Kalavryta	Hellenic
b_akova	Akova	Naupaktos
b_chalandritza	Chalandritza	Amphissa
b_karditza	Karditza	Lidoriki
b_geraki	Geraki	Kastrinitsi
c_korinthos_adj	Korinthian	Markrynia
b_corinth	Corinth	Paravola
b_nauplion	Nauplion	Amfissa
b_argos	Argos	Itéa
b_passava	Passava	Athenian
b_vostitza	Vostitza	Athens
b_zemenos	Zemenos	Piraeaus
b_veligosti	Veligosti	Megara
b_megapoli	Megapoli	Soula
c_methone_adj	Methonian	Daphni
b_modon	Modon	Karydi
b_kiparissia	Kiparissia	Salamis
b_kalamata	Kalamata	Marathon
b_coron	Coron	Achaia
b_karytaina	Karytaina	Achaian
b_gritzena	Gritzena	Achaian
b_pilos	Pilos	Patras
b_androusa	Androusa	Pyrgos
c_monemvasia_adj	Monemvasian	Andravida
b_monemvasia	Monemvasia	Kalavryta
b_mistra	Mistra	Akova
b_arkadia	Arkadia	Chalandritza
b_nikli	Nikli	Karditza
b_sparta	Sparta	Geraki
b_lacedaemonia	Lacedaemonia	Korinthian
b_gythio	Gythio	Corinth
b_elos	Elos	Nauplion
d_krete	Krete	Argos
d_krete_adj	Cretan	Passava
c_kaneia_adj	Kaneian	Vostitza
b_kandia	Kandia	Zemenos
b_rethymno	Rethymno	Veligosti
b_matala	Matala	Megapoli
b_kastellikissamos	Kastelli-Kissamos	Methonian
b_paleohora	Paleohora	Modon
b_akrotin	Akrotin	Kiparissia
b_nikiforosfokas	Nikiforos Fokas	Kalamata
b_arkadi	Arkadi	Coron
c_chandax_adj	Chandaxian	Karytaina
b_iraklio	Iraklio	Gritzena
b_agiosnikolaos	Agios Nikolaos	Pilos
b_lassithi	Lassithi	Androusa
b_malia	Malia	Monemvasian
b_kastelli	Kastelli	Monemvasia
b_sitia	Sitia	Mistra
b_ierapetra	Ierapetra	Arkadia
b_knossos	Knossos	Nikli
d_cyprus	Cyprus	Sparta
d_cyprus_adj	Cypriot	Lacedaemonia
c_famagusta_adj	Famagustian	Gythio
b_famagusta	Famagusta	Elos
b_cithium	Cithium	Krete
b_nikosia	Nikosia	Cretan
b_sthilarion	Saint Hilarion	Kaneian
b_kyrenia	Kyrenia	Kandia
b_buffavento	Buffavento	Rethymno
b_kantara	Kantara	Matala
b_peristerona	Peristerona	Kastelli-Kissamos
c_limisol_adj	Limisolian	Paleohora
b_limmassol	Limmassol	Akrotin
b_paphos	Paphos	Nikiforos Fokas
b_arsinoe	Arsinoë	Arkadi
b_kolossi	Kolossi	Chandaxian
b_morphou	Morphou	Iraklio
b_agridi	Agridi	Agios Nikolaos
b_dieudamour	Dieudamour	Lassithi
b_khirokitia	Khirokitia	Malia
d_cherson	Cherson	Kastelli
d_cherson_adj	Chersonian	Sitia
c_theodosia_adj	Theodosian	Ierapetra
b_theodosia	Theodosia	Knossos
b_soldaia	Soldaia	Cyprus
b_kimmerikon	Kimmerikon	Cypriot
b_caffa	Caffa	Famagustian
b_caulita	Caulita	Famagusta
b_olyva	Olyva	Cithium
b_lusta	Lusta	Nikosia
b_funan	Funan	Saint Hilarion
c_korchev_adj	Korchevian	Kyrenia
b_bosphoros	Bosphoros	Buffavento
b_panticapea	Panticapea	Kantara
b_cherco	Cherco	Peristerona
b_nymphaion	Nymphaion	Limisolian
b_chystopillia	Chystopillia	Limmassol
b_vosporo	Vosporo	Paphos
b_baherove	Baherove	Arsinoë
b_zavitne	Zavitne	Kolossi
c_cherson_adj	Chersonian	Morphou
b_kherson	Kherson	Agridi
b_doros	Doros	Dieudamour
b_neapol	Neapol	Khirokitia
b_kerkinitis	Kerkinitis	Cherson
b_cembalo	Cembalo	Chersonian
b_charax	Charax	Theodosian
b_sevastoupolis	Sevastoupolis	Theodosia
b_kalamita	Kalamita	Soldaia
c_tmutarakan_adj	Tmutarakanian	Kimmerikon
b_tmutarakan	Tmutarakan	Caffa
b_mapa	Mapa	Caulita
b_taman	Taman	Olyva
b_tumnev	Tumnev	Lusta
b_jevlisia	Jevlisia	Funan
b_sujukqale	Sujuk-Qale	Korchevian
b_bata	Bata	Bosphoros
b_tsemes	Tsemes	Panticapea
d_cibyrrhaeot	Cibyrrhaeot	Cherco
d_cibyrrhaeot_adj	Cibyrrhaeotian	Nymphaion
c_attaleia_adj	Attaleian	Chystopillia
b_attaleia	Attaleia	Vosporo
b_cibyra	Cibyra	Baherove
b_side	Side	Zavitne
b_slege	Slege	Chersonian
b_sagalassos	Sagalassos	Kherson
b_galanauros	Galanauros	Doros
b_panemotichus	Panemotichus	Neapol
b_sillyon	Sillyon	Kerkinitis
c_rhodos_adj	Rhodian	Cembalo
b_rhodos	Rhodos	Charax
b_lindos	Lindos	Sevastoupolis
b_kos	Kos	Kalamita
b_karpathos	Karpathos	Tmutarakanian
b_pefkos	Pefkos	Tmutarakan
b_ialysos	Ialysos	Mapa
b_haraki	Haraki	Taman
b_koskinou	Koskinou	Tumnev
c_lykia_adj	Lykian	Jevlisia
b_halikarnassos	Halikarnassos	Sujuk-Qale
b_myra	Myra	Bata
b_telmissos	Telmissos	Tsemes
b_kibyra	Kibyra	Cibyrrhaeot
b_patara	Patara	Cibyrrhaeotian
b_mylasa	Mylasa	Attaleian
b_limyra	Limyra	Attaleia
b_phaselis	Phaselis	Cibyra
c_gastrikland_adj	Gästriklander	Side
b_valbo	Valbo	Slege
b_hille	Hille	Sagalassos
b_farnebo	Färnebo	Galanauros
b_hedesunda	Hedesunda	Panemotichus
b_ockelbo	Ockelbo	Sillyon
b_torsaker	Torsåker	Rhodian
b_hamrange	Hamrånge	Rhodos
b_arsunda	Årsunda	Lindos
c_aland_adj	Ålander	Kos
b_kastelholm	Kastelholm	Karpathos
b_sund	Sund	Pefkos
b_geta	Geta	Ialysos
b_saltvik	Saltvik	Haraki
b_godby	Godby	Koskinou
b_finstrom	Finström	Lykian
b_eckero	Eckerö	Halikarnassos
b_kumlinge	Kumlinge	Myra
d_ostergotland	Ostrogothia	Telmissos
d_ostergotland_adj	East Geatish	Kibyra
c_narke_adj	Närkian	Patara
b_orebro	Örebro	Mylasa
b_mosas	Mosås	Limyra
b_kumla	Kumla	Phaselis
b_riseberga	Riseberga	Gästriklander
b_nora	Nora	Valbo
b_askersund	Askersund	Hille
b_hallsberg	Hallsberg	Färnebo
b_goksholm	Göksholm	Hedesunda
d_vastergotland	Westrogothia	Ockelbo
d_vastergotland_adj	West Geatish	Torsåker
c_dal_adj	Dalabo	Hamrånge
b_dalaborg	Dalaborg	Årsunda
b_bolstad	Bolstad	Ålander
b_sundal	Sundal	Kastelholm
b_nordal	Nordal	Sund
b_vedbo	Vedbo	Geta
b_tossbo	Tössbo	Saltvik
b_amordh	Amordh	Godby
b_mellerud	Mellerud	Finström
c_viken_adj	Vikish	Eckerö
b_bagahus	Bagahus	Kumlinge
b_kungahalla	Kungahälla	Östergötland
b_svarteborg	Svarteborg	East Geatish
b_svenneby	Svenneby	Närkian
b_ockero	Öckerö	Örebro
b_hede	Hede	Mosås
b_marstrand	Marstrand	Kumla
b_kungsviken	Kungsviken	Riseberga
#d_norrland	Norrland	Nora
#d_norrland_adj	Norrlander	Askersund
#c_lappland_adj	Lapplander	Hallsberg
b_lycksele	Lycksele	Göksholm
b_sorsele	Sorsele	Västergötland
b_asele	Åsele	West Geatish
b_arvidsjaur	Arvidsjaur	Dalabo
b_bergvattnet	Bergvattnet	Dalaborg
b_arjeplog	Arjeplog	Bolstad
b_gallivare	Gällivare	Sundal
b_kiruna	Kiruna	Nordal
c_vasterbotten_adj	Västerbottnian	Vedbo
b_umea	Umeå	Tössbo
b_bygdea	Bygdeå	Amordh
b_skelleftea	Skellefteå	Mellerud
b_lovanger	Lövanger	Vikish
b_pitea	Piteå	Bagahus
b_lulea	Luleå	Kungahälla
b_kalix	Kalix	Svarteborg
b_tornea	Torneå	Svenneby
c_angermanland_adj	Ångermanlander	Öckerö
b_bjartra	Bjärtrå	Hede
b_ulvo	Ulvö	Marstrand
b_natra	Nätra	Kungsviken
b_skulnas	Skulnäs	Norrland
b_solleftea	Sollefteå	Norrlander
b_harnosand	Härnösand	Lapplander
b_ornskoldsvik	Örnsköldsvik	Lycksele
b_biedsta	Biedsta	Sorsele
c_medelpad_adj	Medelpadian	Åsele
b_selanger	Selånger	Arvidsjaur
b_alno	Alnö	Bergvattnet
b_njurunda	Njurunda	Arjeplog
b_skon	Skön	Gällivare
b_liden	Liden	Kiruna
b_otman	Otman	Västerbottnian
b_torp	Torp	Umeå
b_sundsvall	Sundsvall	Bygdeå
c_halsingland_adj	Hälsinglander	Skellefteå
b_norrala	Norrala	Lövanger
b_hog	Hög	Piteå
b_jattendal	Jättendal	Luleå
b_forsa	Forsa	Kalix
b_tasta	Tåsta	Torneå
b_nordanstig	Nordanstig	Ångermanlander
b_alir	Alir	Bjärtrå
b_sundhed	Sundhed	Ulvö
d_bergslagen	Bergslagen	Nätra
d_bergslagen_adj	Bergslags	Skulnäs
c_dalarna_adj	Dalish	Sollefteå
b_borganas	Borganäs	Härnösand
b_kopparberg	Kopparberg	Örnsköldsvik
b_hedemora	Hedemora	Biedsta
b_husby	Husby	Medelpadian
b_sater	Säter	Selånger
b_mora	Mora	Alnö
b_tuna	Tuna	Njurunda
b_idre	Idre	Skön
c_varmland_adj	Wermelandian	Liden
b_saxholm	Saxholm	Otman
b_arvika	Arvika	Torp
b_josse	Jösse	Sundsvall
b_nordmark	Nordmark	Hälsinglander
b_fryksdal	Fryksdal	Norrala
b_kil	Kil	Hög
b_vase	Väse	Jättendal
b_gillberg	Gillberg	Forsa
c_vastmanland_adj	Västmanlander	Tåsta
b_vasteras	Västerås	Nordanstig
b_vastervik	Västervik	Alir
b_arboga	Arboga	Sundhed
b_kopingshus	Köpingshus	Bergslagen
b_koping	Köping	Bergslags
b_norberg	Norberg	Dalish
b_skinnskatteberg	Skinnskatteberg	Borganäs
b_badelunda	Badelunda	Kopparberg
b_munktorp	Munktorp	Hedemora
d_smaland	Småland	Husby
d_smaland_adj	Smålander	Säter
c_oland_adj	Ölander	Mora
b_borgholm	Borgholm	Tuna
b_ottenby	Ottenby	Idre
b_mykleby	Mykleby	Värmlander
b_algutsrum	Algutsrum	Saxholm
b_glomminge	Glömminge	Arvika
b_hulterstad	Hulterstad	Jösse
b_gardby	Gårdby	Nordmark
b_gronhogen	Grönhögen	Fryksdal
k_denmark	Denmark	Kil
k_denmark_adj	Danish	Väse
d_skane	Scania	Gillberg
d_skane_adj	Scanian	Västmanlander
c_skane_adj	Scanian	Västerås
b_lund	Lund	Västervik
b_dalby	Dalby	Arboga
b_uppakra	Uppåkra	Köpingshus
b_herrevad	Herrevad	Köping
b_lillohus	Lillöhus	Norberg
b_helsingborg	Helsingborg	Skinnskatteberg
b_malmo	Malmö	Badelunda
b_ystad	Ystad	Munktorp
b_trelleborg	Trelleborg	Småland
c_halland_adj	Hallander	Smålander
b_varberg	Varberg	Ölander
b_falkenberg	Falkenberg	Borgholm
b_halmstad	Halmstad	Ottenby
b_laholm	Laholm	Mykleby
b_kungsbacka	Kungsbacka	Algutsrum
b_aranaes	Aranäs	Glömminge
b_baastad	Båstad	Hulterstad
b_getinge	Getinge	Gårdby
c_bornholm_adj	Bornholmian	Grönhögen
b_ronne	Rønne	Denmark
b_knudsker	Knudsker	Danish
b_hammershus	Hammershus	Skåne
b_nexo	Nexø	Scanian
b_aakirkeby	Åkirkeby	Scanian
b_hasle	Hasle	Lund
b_svaneke	Svaneke	Dalby
b_gudhjem	Gudhjem	Uppåkra
c_blekinge_adj	Blekinger	Herrevad
b_solvesborg_slott	Sölvesborg Slott	Lillöhus
b_solvesborg	Sölvesborg	Helsingborg
b_avaskar	Avaskär	Malmö
b_elleholm	Elleholm	Ystad
b_lycka	Lyckå	Trelleborg
b_ronneby	Ronneby	Hallander
b_lyckeby	Lyckeby	Varberg
b_lister	Lister	Falkenberg
d_sjaelland	Sjælland	Halmstad
d_sjaelland_adj	Sjællander	Laholm
c_sjaelland_adj	Sjællander	Kungsbacka
b_kobenhavn	København	Aranäs
b_roskilde	Roskilde	Båstad
b_helsingor	Helsingør	Getinge
b_kalundborg	Kalundborg	Bornholmian
b_naestved	Næstved	Rønne
b_slagelse	Slagelse	Knudsker
b_vordingborg	Vordingborg	Hammershus
b_ringsted	Ringsted	Nexø
c_fyn_adj	Fynian	Åkirkeby
b_svendborg	Svendborg	Hasle
b_odense	Odense	Svaneke
b_faaborg	Faaborg	Gudhjem
b_assens	Assens	Blekinger
b_middelfart	Middelfart	Sölvesborg Slott
b_nyborg	Nyborg	Sölvesborg
b_kerteminde	Kerteminde	Avaskär
b_bogense	Bogense	Elleholm
d_slesvig	Jylland	Lyckå
d_slesvig_adj	Jyllander	Ronneby
c_slesvig_adj	Slesvigian	Lyckeby
b_flensborg	Flensborg	Lister
b_ribe	Ribe	Sjælland
b_slesvig	Slesvig	Sjællander
b_sonderborg	Sønderborg	Sjællander
b_tonder	Tønder	København
b_aabenraa	Abenrå	Roskilde
b_haderslev	Haderslev	Helsingør
b_kolding	Kolding	Kalundborg
c_jylland_adj	Jyllander	Næstved
b_aarhus	Aarhus	Slagelse
b_viborg	Viborg	Vordingborg
b_aalborg	Aalborg	Ringsted
b_ringkobing	Ringkøbing	Fynian
b_randers	Randers	Svendborg
b_horsens	Horsens	Odense
b_skive	Skive	Faaborg
b_skagen	Skagen	Assens
k_germany	Germany	Middelfart
k_germany_adj	German	Nyborg
d_holstein	Holstein	Kerteminde
d_holstein_adj	Holsteiner	Bogense
c_hamburg_adj	Hamburgian	Jylland
b_hamburg	Hamburg	Jyllander
b_altona	Altona	Slesvigian
b_harburg	Harburg	Flensborg
b_brunsbuttel	Brunsbüttel	Ribe
b_buxtehude	Buxtehude	Slesvig
b_dithmarschen	Dithmarschen	Sønderborg
b_niendorf	Niendorf	Tønder
b_lokstedt	Lokstedt	Abenrå
c_lubeck_adj	Lübecker	Haderslev
b_lubeck	Lübeck	Kolding
b_ratzeburg	Ratzeburg	Jyllander
b_travemunde	Travemünde	Aarhus
b_wulfsdorf	Wulfsdorf	Viborg
b_schlutup	Schlutup	Aalborg
b_starigard	Starigard	Ringkøbing
b_weslo	Weslo	Randers
b_bucu	Bucu	Horsens
c_holstein_adj	Holsteinian	Skive
b_kiel	Kiel	Skagen
b_gottorp	Gottorp	Germany
b_itzehoe	Itzehoe	German
b_reinholdsburg	Reinholdsburg	Holstein
b_elmshorn	Elmshorn	Holsteiner
b_gluckstadt	Glückstadt	Hamburgian
b_lauenburg	Lauenburg	Hamburg
b_segeberg	Segeberg	Altona
d_saxony	Saxony	Harburg
d_saxony_adj	Saxon	Brunsbüttel
k_saxony_adj	Saxon	Buxtehude
c_bremen_adj	Bremenian	Dithmarschen
b_bremen	Bremen	Niendorf
b_hoya	Hoya	Lokstedt
b_verden	Verden	Lübecker
b_stade	Stade	Lübeck
b_blumenthal	Blumenthal	Ratzeburg
b_ritzebuttel	Ritzebüttel	Travemünde
b_achim	Achim	Wulfsdorf
b_beverstedt	Beverstedt	Schlutup
c_oldenburg_adj	Oldenburgian	Starigard
b_oldenburg	Oldenburg	Weslo
b_cloppenburg	Cloppenburg	Bucu
b_jever	Jever	Holsteinian
b_delmenhorst	Delmenhorst	Kiel
b_loningen	Löningen	Gottorp
b_nordenham	Nordenham	Itzehoe
b_kniphausen	Kniphausen	Reinholdsburg
b_varel	Varel	Elmshorn
c_osnabruck_adj	Osnabrückian	Glückstadt
b_osnabruck	Osnabrück	Lauenburg
b_lingen	Lingen	Segeberg
b_bentheim	Bentheim	Saxony
b_wildeshausen	Wildeshausen	Saxon
b_tecklenburg	Tecklenburg	Bremenian
b_minden	Minden	Bremen
b_quackenbruck	Quackenbrück	Hoya
b_meppen	Meppen	Verden
c_munster_adj	Munsterian	Stade
c_gottingen_adj	Göttingian	Blumenthal
b_gottingen	Göttingen	Ritzebüttel
b_corvey	Corvey	Achim
b_lippe	Lippe	Beverstedt
b_kassel	Kassel	Oldenburgian
b_goslar	Goslar	Oldenburg
b_northeim	Northeim	Cloppenburg
b_eisenach	Eisenach	Jever
b_detmold	Detmold	Delmenhorst
#d_mecklemburg	Mecklemburg	Löningen
#d_mecklemburg_adj	Mecklemburgian	Nordenham
#c_mecklemburg_adj	Mecklemburgian	Kniphausen
#b_mecklemburg	Mecklemburg	Varel
b_wismar	Wismar	Osnabrückian
b_gevezin	Gevezin	Osnabrück
b_schwerin	Schwerin	Lingen
b_lutzow	Lützow	Bentheim
b_grevesmuhlen	Grevesmühlen	Wildeshausen
b_parchim	Parchim	Tecklenburg
b_hagenow	Hagenow	Minden
c_rostock_adj	Rostocker	Quackenbrück
b_rostock	Rostock	Meppen
b_penzlin	Penzlin	Munsterian
b_gustrow	Güstrow	Göttingian
b_malchin	Malchin	Göttingen
b_damgarten	Damgarten	Corvey
b_strelitz	Strelitz	Lippe
b_stargard	Stargard	Kassel
b_ahrensberg	Ahrensberg	Goslar
c_werle_adj	Werlian	Northeim
b_waren	Waren	Eisenach
b_greifswald	Greifswald	Detmold
b_stralsund	Stralsund	Mecklemburg
b_tribsees	Tribsees	Mecklemburgian
b_demmin	Demmin	Mecklemburgian
b_treptow	Treptow	Mecklemburg
b_friedland	Friedland	Wismar
b_templin	Templin	Gevezin
c_rugen_adj	Rügenian	Schwerin
b_charenza	Charenza	Lützow
b_arkona	Arkona	Grevesmühlen
b_rugard	Rugard	Parchim
b_putbus	Putbus	Hagenow
b_barth	Barth	Rostocker
b_ralswiek	Ralswiek	Rostock
b_hiddensee	Hiddensee	Penzlin
b_tribuzin	Tribuzin	Güstrow
d_brunswick	Brunswick	Malchin
c_celle_adj	Cellian	Damgarten
b_celle	Celle	Strelitz
b_hannover	Hannover	Stargard
b_herford	Herford	Ahrensberg
b_hermannsburg	Hermannsburg	Werlian
b_ravensberg	Ravensberg	Waren
b_nienburg	Nienburg	Greifswald
b_wedemark	Wedemark	Stralsund
b_wittingen	Wittingen	Tribsees
c_luneburg_adj	Lüneburgian	Demmin
b_luneburg	Lüneburg	Treptow
b_bardowick	Bardowick	Friedland
b_gifhorn	Gifhorn	Templin
b_evern	Evern	Rügenian
b_reppenstedt	Reppenstedt	Charenza
b_ludersburg	Lüdersburg	Arkona
b_thomasburg	Thomasburg	Rugard
b_uelzen	Uelzen	Putbus
c_braunschweig_adj	Braunschweigian	Barth
b_braunschweig	Braunschweig	Ralswiek
b_bielefeld	Bielefeld	Hiddensee
b_paderborn	Paderborn	Tribuzin
b_hildesheim	Hildesheim	Brunswick
b_waldeck	Waldeck	Cellian
b_wolfenbuttel	Wolfenbüttel	Celle
b_helmstedt	Helmstedt	Hannover
b_gandersheim	Gandersheim	Herford
d_brandenburg	Brandenburg	Hermannsburg
d_brandenburg_adj	Brandenburger	Ravensberg
c_altmark_adj	Altmarkian	Nienburg
b_werben	Weben	Wedemark
b_halberstedt	Halberstedt	Wittingen
b_walbeck	Walbeck	Lüneburgian
b_luchow	Lüchow	Lüneburg
b_salzwedel	Salzwedel	Bardowick
b_stendal	Stendal	Gifhorn
b_osterburg	Osterburg	Evern
b_tangermunde	Tängermunde	Reppenstedt
c_anhalt_adj	Anhaltian	Lüdersburg
b_zerbst	Zerbst	Thomasburg
b_magdeburg	Magdeburg	Uelzen
b_haldensleben	Haldensleben	Braunschweigian
b_mansfeld	Mansfeld	Braunschweig
b_dessau	Dessau	Bielefeld
b_arnstein	Arnstein	Paderborn
b_querfurt	Querfurt	Hildesheim
b_bernburg	Bernburg	Waldeck
b_brandenburg_adj	Brandenburgian	Wolfenbüttel
b_brandenburg	Brandenburg	Helmstedt
b_havelberg	Havelberg	Gandersheim
b_berlin	Berlin	Brandenburg
b_juterborg	Jüterbog	Brandenburger
b_belzig	Belzig	Altmarkian
b_ruppin	Ruppin	Weben
b_oranienburg	Oranienburg	Halberstedt
b_muncheberg	Müncheberg	Walbeck
d_meissen	Meissen	Lüchow
d_meissen_adj	Meissian	Salzwedel
c_meissen_adj	Meissian	Stendal
b_dresden	Dresden	Osterburg
b_meissen	Meissen	Tängermunde
b_dohna	Dohna	Anhaltian
b_belgern	Altenburg	Zerbst
b_strehla	Strehla	Magdeburg
b_rabenau	Rabenau	Haldensleben
b_wettin	Wettin	Mansfeld
b_radeburg	Radeburg	Dessau
c_weimar_adj	Weimarian	Arnstein
b_weimar	Weimar	Querfurt
b_jena	Jena	Bernburg
b_walkenried	Walkenried	Brandenburgian
b_nordhausen	Nordhausen	Brandenburg
b_memelsen	Memelsen	Havelberg
b_gotha	Gotha	Berlin
b_apoldoa	Apoldoa	Jüterbog
b_gera	Gera	Belzig
c_plauen_adj	Plauenian	Ruppin
b_plauen	Plauen	Oranienburg
b_leipzig	Leipzig	Müncheberg
b_merseburg	Merseburg	Meissen
b_halle	Halle	Meissian
b_knobelsdorf	Knobelsdorf	Meissian
b_zeitz	Zeitz	Dresden
b_zwickau	Zwickau	Meissen
b_naumburg	Naumburg	Dohna
c_lausitz_adj	Lausitzian	Altenburg
b_gorlitz	Görlitz	Strehla
b_bautzen	Bautzen	Rabenau
b_lebus	Lebus	Wettin
b_cottbus	Cottbus	Radeburg
b_rothenburg	Rothenburg	Weimarian
b_forst	Forst	Weimar
b_zittau	Zittau	Jena
b_luckau	Lukau	Walkenried
d_thuringia	Thüringia	Nordhausen
d_thuringia_adj	Thüringian	Memelsen
c_thuringen_adj	Thüringian	Gotha
b_erfurt	Erfurt	Apoldoa
b_muhlhausen	Mulhausen	Gera
b_arnstadt	Arnstadt	Plauenian
b_eichsfeld	Eichsfeld	Plauen
b_reuss	Reuss	Leipzig
b_salzungen	Salzungen	Merseburg
b_schmalkalden	Schmalkalden	Halle
b_henneberg	Henneberg	Knobelsdorf
c_nassau_adj	Nassauian	Zeitz
b_nassau	Nassau	Zwickau
b_fulda	Fulda	Naumburg
b_wetzlar	Wetzlar	Lausitzian
b_marburg	Marburg	Görlitz
b_katzenelnbogen	Katzenelnbogen	Bautzen
b_hersfeld	Hersfeld	Lebus
b_falkenstein	Falkenstein	Cottbus
b_isenburg	Isenburg	Rothenburg
d_holland	Holland	Forst
d_holland_adj	Hollander	Zittau
c_frisia_adj	Frisian	Lukau
b_groningen	Groningen	Thüringia
b_leeuwarden	Leeuwarden	Thüringian
b_stavoren	Stavoren	Thüringian
b_bolsward	Bolsward	Erfurt
b_franeker	Franeker	Mulhausen
b_dokkum	Dokkum	Arnstadt
b_assen	Assen	Eichsfeld
b_harlingen	Harlingen	Reuss
c_holland_adj	Hollander	Salzungen
b_haarlem	Haarlem	Schmalkalden
b_amsterdam	Amsterdam	Henneberg
b_vlaardingen	Vlaardingen	Nassauian
b_sgravenhage	s-Gravenhage	Nassau
b_dordrecht	Dordrecht	Fulda
b_gouda	Gouda	Wetzlar
b_leiden	Leiden	Marburg
b_muiden	Muiden	Katzenelnbogen
c_westfriesland_adj	Westfrieslander	Hersfeld
b_alkmaar	Alkmaar	Falkenstein
b_hoorn	Hoorn	Isenburg
b_medemblik	Medemblik	Holland
b_enkhuizen	Enkhuizen	Hollander
b_heerhugowaard	Heerhugowaard	Frisian
b_texel	Texel	Groningen
b_egmond	Egmond	Leeuwarden
b_schagen	Schagen	Stavoren
c_zeeland_adj	Zeelander	Bolsward
b_middelburg	Middelburg	Franeker
b_tholen	Tholen	Dokkum
b_veere	Veere	Assen
b_cadzand	Cadzand	Harlingen
b_vlissingen	Vlissingen	Hollander
b_renesse	Renesse	Haarlem
b_borsele	Borsele	Amsterdam
b_zierikzee	Zierikzee	Vlaardingen
d_gelre	Gelre	s-Gravenhage
c_ostfriesland_adj	Ostfrieslander	Dordrecht
b_emden	Emden	Gouda
b_aurich	Aurich	Leiden
b_borkum	Borkum	Muiden
b_norden	Norden	Westfrieslander
b_norderney	Norderney	Alkmaar
b_leer	Leer	Hoorn
b_wittmund	Wittmund	Medemblik
b_esens	Esens	Enkhuizen
c_gelre_adj	Gelrian	Heerhugowaard
b_nijmegen	Nijmegen	Texel
b_zutphen	Zutphen	Egmond
b_deventer	Deventer	Schagen
b_arnhem	Arnhem	Zeelander
b_zwolle	Zwolle	Middelburg
b_kampen	Kampen	Tholen
b_bergh	Bergh	Veere
b_bronckhorst	Bronckhorst	Cadzand
c_sticht_adj	Stichtian	Vlissingen
b_woerden	Woerden	Renesse
b_utrecht	Utrecht	Borsele
b_dorestad	Dorestad	Zierikzee
b_gorinchem	Gorinchem	Gelre
b_zeist	Zeist	Ostfrieslander
b_buren	Buren	Emden
b_ijsselstein	IJsselstein	Aurich
b_oudewater	Oudewater	Borkum
d_brabant	Brabant	Norden
d_brabant_adj	Brabantian	Norderney
c_brabant_adj	Brabantian	Leer
b_leuven	Leuven	Wittmund
b_mechelen	Mechelen	Esens
b_brussel	Brussel	Gelrian
b_antwerpen	Antwerpen	Nijmegen
b_aarschot	Aarschot	Zutphen
b_grimbergen	Grimbergen	Deventer
b_herstal	Herstal	Arnhem
b_lier	Lier	Zwolle
c_hainaut_adj	Hainautian	Kampen
