#CODE	ENGLISH	GALEGO
e_germany	Germania	Germania
EVTOPTA_CM_4135	Now everything will be different!	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to see new and clearer perspectives on some things that previously seemed too mysterious to fathom. The sun is just a large cheese and the moon speaks soothing words about your feet. Oh those feet, how they bother you. Maybe you should cut them off?
EVTDESC_CM_4137	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. You feel the light and warmth coarse through your mind and body, and shudder with excitement. Only now have you fully understood!	Behold my illumination!
EVTOPTA_CM_4137	Praise His sacred light!	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you start to feel a strange presence entering your mind. Yes, yes... the little devils that dwell underground in darkness have come to you and are sitting on your shoulder, invisible, telling you strange secrets!
EVTDESC_CM_4139	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you press on. You feel this ordeal is hardening you and giving you new strength. Perhaps you should take to doing similar exercises more frequently once the festival is over?	Now everything will be different!
EVTOPTA_CM_4139	This is making me strong!	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. You feel the light and warmth coarse through your mind and body, and shudder with excitement. Only now have you fully understood!
EVTDESC_CM_4141	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, your mind wanders and you start to see new perspectives and angles on some familiar problems. Perhaps you should start thinking outside your usual patterns?	Praise His sacred light!
EVTOPTA_CM_4141	Hmm...	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you press on. You feel this ordeal is hardening you and giving you new strength. Perhaps you should take to doing similar exercises more frequently once the festival is over?
EVTDESC_CM_4143	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. As you feel His strong warmth and presence embrace you, you open your eyes and stare into His face to embrace the divine mysteries to be seen therein. You stare for a long while...	This is making me strong!
EVTOPTA_CM_4143	But wait... now everything went dark.	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, your mind wanders and you start to see new perspectives and angles on some familiar problems. Perhaps you should start thinking outside your usual patterns?
EVTDESC_CM_4190	The ceremony of thanksgiving to Zun the Giver of Justice is held in courtyard of the temple. All the attendants bare their heads and kneel to give thanks for the light, warmth, justice, wisdom and fertility that He gives His faithful worshipers. Bread spiced with holy saffron is passed around and consumed by the worshipers.	Hmm...
EVTOPTA_CM_4190	Praise [Root.Religion.GetRandomGodName]!	You walk for hours in the sun to honor [Root.Religion.GetRandomGodName]. As your limbs grow more tired and the heat pulses through your brain, you turn your face upwards towards the Sun. As you feel His strong warmth and presence embrace you, you open your eyes and stare into His face to embrace the divine mysteries to be seen therein. You stare for a long while...
opinion_renounced_iconoclasm	Renounced Iconoclasm	But wait... now everything went dark.
renounce_iconoclasm	Renounce Iconoclasm	The ceremony of thanksgiving to Zun the Giver of Justice is held in courtyard of the temple. All the attendants bare their heads and kneel to give thanks for the light, warmth, justice, wisdom and fertility that He gives His faithful worshippers. Bread spiced with holy saffron is passed around and consumed by the worshippers.
renounce_iconoclasm_desc	Many in your realm and abroad are strongly against the Iconoclast doctrine, which forbids the creation or possession of any religious images or icons and condemns it as idolatry. You could, in the interest of pragmatism, choose to renounce Iconoclasm and declare it a heresy.	Praise [Root.Religion.GetRandomGodName]!
renounce_iconoclasm_province_tooltip	Orthodox Christians in the Empire will rejoice.\n	Renounced Iconoclasm
EVTDESC_CM_4200	[From.GetTitledName] has declared [From.GetHerHis] renunciation of Iconoclasm, denouncing it as a heresy and officially returning the Empire to Orthodoxy. [From.GetSheHe] commands all [From.GetHerHis] subjects to follow suit and again venerate the holy icons and other religious art.	Renounce Iconoclasm
EVTOPTA_CM_4200	As the [From.GetTitle] commands!	Many in your realm and abroad are strongly against the Iconoclast doctrine, which forbids the creation or possession of any religious images or icons and condemns it as idolatry. You could, in the interest of pragmatism, choose to renounce Iconoclasm and declare it a heresy.
EVTOPTB_CM_4200	Idolatry is an abomination - I refuse!	Orthodox Christians in the Empire will rejoice.\n
opinion_idolater	Idolater	[From.GetTitledName] has declared [From.GetHerHis] renunciation of Iconoclasm, denouncing it as a heresy and officially returning the Empire to Orthodoxy. [From.GetSheHe] commands all [From.HerHis] subjects to follow suit and again venerate the holy icons and other religious art.
renounce_iconoclasm_muslim_opinion_tooltip	Muslim rulers will condemn you for your Idolatry.\n	As the [From.GetTitle] commands!
RULER_DIPLOMACY_BONUS	Ruler Diplomacy Bonus	Idolatry is an abomination - I refuse!
LIEGE_LEVY_DESC_OP	   Opinion: $VALUE$\n	Idolater
LIEGE_LEVY_DESC_LAWS	   Laws: $VALUE$	Muslim rulers will condemn you for your Idolatry.\n
LIEGE_LEVY_DESC_VL	\n   Over Vassal Limit: $VALUE$	Ruler Diplomacy Bonus
#FAMILY_PRESTIGE_BONUS	\nFamily Prestige Bonus	   Opinion: $VALUE$\n
OVER_VASSAL_LIMIT	Over Vassal Limit	   Laws: $VALUE$
CHARACTER_HAS_CLAIMS	This person holds claims to these titles	\n   Over Vassal Limit: $VALUE$
EVTDESC_108005	My liege has agreed to give me the responsibility of handing out his recently acquired titles.	\nFamily Prestige Bonus
EVTDESC_108006	My liege has denied to give me the responsibility of handing out his recently acquired titles.	Over Vassal Limit
EVTDESC_108020	I've been given a title by my liege to hand out.	This person holds claims to these titles
EVTOPTA_108020	Give title to the best candidate.	My liege has agreed to give me the responsibility of handing out his recently acquired titles.
EVTOPTB_108020	Give title to the second best candidate.	My liege has denied to give me the responsibility of handing out his recently acquired titles.
EVTOPTC_108020	Give title to the third best candidate.	I've been given a title by my liege to hand out.
EVTOPTD_108020	Give title to an unknown noble.	Give title to the best candidate.
EVTOPTE_108020	Give title to someone close to you.	Give title to the second best candidate.
HAS_CHANCELLOR	Has a chancellor	Give title to the third best candidate.
ask_help_to_manage_titles	Ask for Help with Managing your Titles	Give title to an unknown noble.
ask_help_to_manage_titles_desc	Ask your chancellor to help you take care of your newly acquired titles.	Give title to someone close to you.
tribal_vassal_refused_call	Refused Call to War	Has a chancellor
elective_gavelkind	Elective Gavelkind	Ask for Help with Managing your Titles
succ_elective_gavelkind	Elective Gavelkind	Ask your chancellor to help you take care of your newly acquired titles.
succ_elective_gavelkind_desc	The titles of the ruler are divided among his children and the primary heir, who is elected from among the members of the ruling dynasty. The law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Destruction of titles under any form of Gavelkind succession is not allowed. On succession in kingdoms and empires, new kingdoms might be created for younger sons if possible. Junior heirs always get the choice to declare independence without a war.	Refused Call to War
crown_authority	Crown Authority	Elective Gavelkind
crown_authority_desc	Medieval kings and emperors fought a constant battle with their vassals over privileges, rights and obligations. The nobility, naturally, tended to favor a weak state...	Elective Gavelkind
crown_authority_0	Autonomous Vassals	The titles of the ruler are divided among his children and the primary heir, who is elected from among the members of the ruling dynasty. The law defaults to Primogeniture. You get no Prestige penalty for having unlanded sons, and can have a §Y30%§! larger demesne. Destruction of titles under any form of Gavelkind succession is not allowed. On succession in kingdoms and empires, new kingdoms might be created for younger sons if possible. Junior heirs always get the choice to declare independence without a war.
crown_authority_0_option	Min	Crown Authority
crown_authority_0_desc	Vassals are a law unto themselves, ruling their fiefs like petty kingdoms. Their obligations to their liege are minimal.	Medieval kings and emperors fought a constant battle with their vassals over privileges, rights and obligations. The nobility, naturally, tended to favor a weak state...
crown_authority_1	Limited Crown Authority	Autonomous Vassals
crown_authority_1_option	Low	Min
crown_authority_1_desc	Vassals enjoy a very large degree of autonomy, but have to provide their liege with a fairly substantial portion of the levies.	Vassals are a law unto themselves, ruling their fiefs like petty kingdoms. Their obligations to their liege are minimal.
crown_authority_2	Medium Crown Authority	Limited Crown Authority
crown_authority_2_option	Medium	Low
crown_authority_2_desc	The powers of the nobility and the monarch are in precarious balance.	Vassals enjoy a very large degree of autonomy, but have to provide their liege with a fairly substantial portion of the levies.
crown_authority_3	High Crown Authority	Medium Crown Authority
crown_authority_3_option	High	Medium
crown_authority_3_desc	The monarch has curbed the rights of the high nobility, relying instead on a budding bureaucracy led by the lesser nobility.	The powers of the nobility and the monarch are in precarious balance.
crown_authority_4	Absolute Crown Authority	High Crown Authority
crown_authority_4_option	Max	High
crown_authority_4_desc	The Lords of the Realm are chafing under the unrestricted powers of the absolute monarch.	The monarch has curbed the rights of the high nobility, relying instead on a budding bureaucracy led by the lesser nobility.
centralization	Centralization	Absolute Crown Authority
centralization_desc	A centralized state is important for the liege to grow powerful, but a decentralized state might be easier to maintain.	Max
centralization_0	Decentralized	The Lords of the Realm are chafing under the unrestricted powers of the absolute monarch.
centralization_0_option	Min	Centralization
centralization_0_desc	The realm is entirely decentralized, and can effectively handle many vassals.	A centralized state is important for the liege to grow powerful, but a decentralized state might be easier to maintain.
centralization_1	Low Centralization	Decentralized
centralization_1_option	Low	Min
centralization_1_desc	The realm is somewhat decentralized, and can effectively handle several vassals.	The realm is entirely decentralized, and can effectively handle many vassals.
centralization_2	Medium Centralization	Low Centralization
centralization_2_option	Medium	Low
centralization_2_desc	The realm is neither centralized nor decentralized, a balance between effective handling of vassals and a powerful demesne for the top liege.	The realm is somewhat decentralized, and can effectively handle several vassals.
centralization_3	High Centralization	Medium Centralization
centralization_3_option	High	Medium
centralization_3_desc	The realm is somewhat centralized, and allows a big demesne for the top liege.	The realm is neither centralized nor decentralized, a balance between effective handling of vassals and a powerful demesne for the top liege.
centralization_4	Centralized	High Centralization
centralization_4_option	Max	High
centralization_4_desc	The realm is entirely centralized, and allows a much bigger demesne for the top liege.	The realm is somewhat centralized, and allows a big demesne for the top liege.
#DECISION_UNLOCKS	Laws unlocked: 	Centralized
in_hiding	In Hiding	Max
#in_hiding_desc	This character has gone into hiding to avoid plots against [Root.GetHerHis] life. It makes [Root.GetHerHim] harder to assassinate, but life in hiding has its costs...	The realm is entirely centralized, and allows a much bigger demesne for the top liege.
