#CODE	ENGLISH	ENGLISH
AIREASON_CAN_PAY_OWN_RANSOM	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom	§Y[GetTitledFirstName]§! can afford [GetHerHis] own ransom
EVTDESC62009	Bandits have raided the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.	Bandits have raided the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.
EVTDESC62010	Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.	Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, killing many of the besieging soldiers.
EVTDESC62040	Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, but they were startled by a surprise counter attack.	Tuscan raiders have attacked the siege camps outside §Y[From.Siege.GetName]§!, but they were startled by a surprise counter attack.
EVTDESC62011	Encouraged by a holy omen, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the pagan siege lines in a daring raid.	Encouraged by a holy omen, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the pagan siege lines in a daring raid.
EVTDESC62012	After finding a holy relic, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the Muslim siege lines in a daring raid.	After finding a holy relic, the emboldened Christian defenders of §Y[From.Siege.GetName]§! caused havoc on the Muslim siege lines in a daring raid.
EVTDESC62013	A Sufi mystic has heartened the Muslim defenders of §Y[From.Siege.GetName]§!, and they have inflicted severe losses on the besieging infidels.	A Sufi mystic has heartened the Muslim defenders of §Y[From.Siege.GetName]§!, and they have inflicted severe losses on the besieging infidels.
borrow_money_jews	Borrow 300¤ from Jewish Merchants	Borrow 300¤ from Jewish Merchants
borrow_money_jews_desc	I can borrow 300¤ from Jewish merchants and moneylenders living in the realm. With the interest agreed upon, I will owe them 350¤ to be paid back at my convenience.	I can borrow 300¤ from Jewish merchants and moneylenders living in the realm. With the interest agreed upon, I will owe them 350¤ to be paid back at my convenience.
borrowed_from_jews	Owes 350¤ to Jewish Moneylenders	Owes 350¤ to Jewish Moneylenders
repay_money_jews	Repay the 350¤ loan	Repay the 350¤ loan
repay_money_jews_desc	I will repay the gold that I owe the Jewish moneylenders.	I will repay the gold that I owe the Jewish moneylenders.
asked_for_excommunication	Asked for excommunication	Asked for excommunication
asked_to_lift_excommunication	Asked to lift excommunication	Asked to lift excommunication
asked_for_invasion	Asked for invasion	Asked for invasion
asked_for_divorce	Asked for divorce	Asked for divorce
INTERACTION_REQUIRES_RELIGIOUS_INVESTITURE	Requires Papal Investiture	Requires Papal Investiture
NOMINATE_BISHOP_TO_POPE_INTERACTION_TITLE	Nominate Bishop	Nominate Bishop
NOMINATE_BISHOP_TO_POPE_INTERACTION_DESC	Ask §Y[Actor.RelHead.GetTitledFirstName]§W to choose your selected courtier as the next bishop for one of your churches. This will cost you Piety.	Ask §Y[Actor.RelHead.GetTitledFirstName]§W to choose your selected courtier as the next bishop for one of your churches. This will cost you Piety.
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_SETUP	Request for Bishop Nomination Accepted	Request for Bishop Nomination Accepted
NOMINATE_BISHOP_TO_POPE_INTERACTION_ACCEPT_LOG	§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W	§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_SETUP	Request for Bishop Nomination Declined	Request for Bishop Nomination Declined
NOMINATE_BISHOP_TO_POPE_INTERACTION_DECLINE_LOG	§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W	§Y[Actor.GetBestName]§W nominated a bishop to §Y[Recipient.GetBestName]§W
NOMINATE_BISHOP_TO_POPE_INTERACTION_OFFER	[Actor.GetBestName] has presented a nomination for bishopric to us!	[Actor.GetBestName] has presented a nomination for bishopric to us!
NOMINATE_BISHOP_TO_POPE_INTERACTION_LETTER	Please accept my nomination of this bishop.	Please accept my nomination of this bishop.
EVTDESC_SOA_3102	I have accepted your request of nomination for bishopric.	I have accepted your request of nomination for bishopric.
EVTDESC_SOA_3103	I have refused your request of nomination for bishopric.	I have refused your request of nomination for bishopric.
asked_to_nominate_bishop	Asked to Nominate Bishop	Asked to Nominate Bishop
SHOW_COLLEGE_OF_CARDINALS	The College of Cardinals	The College of Cardinals
BACK_TO_RELIGION_VIEW	Back to the Religion View	Back to the Religion View
CAMPAIGN_FUND_CARDINALS_DESC	Money in the Campaign Fund will increase your influence with the Papacy and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.	Money in the Campaign Fund will increase your influence with the Papacy and make your candidate more likely to be elected the next $RULER_TITLE$. You can freely adjust the amount until the next $RULER_TITLE$ is elected, when the Fund will be used up in the election campaign.
EVTDESC_SoA_107	Your liege, [Root.Liege.GetTitledFirstName], has issued a decree calling for the expulsion of all unlanded Jews from the entire realm, citing various grievances committed by them against the Crown.	Your liege, [Root.Liege.GetTitledFirstName], has issued a decree calling for the expulsion of all unlanded Jews from the entire realm, citing various grievances committed by them against the Crown.
EVTOPTA_SoA_107	I see.	I see.
EVTOPTB_SoA_107	Alas, this means my loan cannot be repaid...	Alas, this means my loan cannot be repaid...
EVTDESC_SoA_108	Your liege, [Root.TopLiege.GetTitledFirstName], has decided to rescind the decree calling for the expulsion of all Jews. They are now once more permitted to live and work within the borders of the realm.	Your liege, [Root.Liege.GetTitledFirstName], has decided to rescind the decree calling for the expulsion of all Jews. They are now once more permitted to live and work within the borders of the realm.
EVTDESC_SoA_300	The sudden expulsion of several important Jewish merchants has done some damage to the economy of your realm. It would seem they played a bigger role in the economic development of [Root.Capital.GetName] than your advisors gave them credit for.	The sudden expulsion of several important Jewish merchants has done some damage to the economy of your realm. It would seem they played a bigger role in the economic development of [Root.Capital.GetName] than your advisors gave them credit for.
EVTOPTA_SoA_300	Fools!	Fools!
EVTDESC_SoA_301	Several of the largest patrons of culture in [Root.Capital.GetName] were apparently Jewish, something your advisors were ignorant of. Since the expulsion of the Jewry, cultural life all across the realm has suffered.	Several of the largest patrons of culture in [Root.Capital.GetName] were apparently Jewish, something your advisors were ignorant of. Since the expulsion of the Jewry, cultural life all across the realm has suffered.
EVTOPTA_SoA_301	Who needs culture?	Who needs culture?
EVTDESC_SoA_302	It would appear that the military of your realm was more dependent on the efforts of Jewish men than previously thought. Since the expulsion of the Jewry, several important administrative posts remain vacant and there simply aren't enough qualified men to fill them.	It would appear that the military of your realm was more dependent on the efforts of Jewish men than previously thought. Since the expulsion of the Jewry, several important administrative posts remain vacant and there simply aren't enough qualified men to fill them.
EVTOPTA_SoA_302	Must I do everything myself?	Must I do everything myself?
