#CODE	ENGLISH	ENGLISH
EVTDESC_TOG_3125	[From.GetTitledFirstName] has come home from Miklagård and his service with the Varangian Guard, but he is not alone. He has found a Greek wife and brought her with him. She is not familiar with our customs or language, and the climate does not seem to agree with her, but she seems willing to make the best of her new home.	Varangian
EVTOPTA_TOG_3125	Each to their own.	This character is a veteran of the Varangian Guard.
EVTDESC_TOG_3127	After many years in Greece, [From.GetTitledFirstName] has finally been released from his service to the Varangian Guard and returned home. Your son is a changed man, however. The old gods no longer hold any interest for him, and he instead speaks incessantly of Christendom and the horrors that await those who refuse to convert...	Yes... yes. I just need a moment to collect my wits.
EVTOPTA_TOG_3127	I knew those Greeks would be a bad influence.	Organize the Varangian Guard
EVTDESC_TOG_3129	[From.GetTitledFirstName] has returned from Miklagård and the Varangian Guard as a changed man. He is wiser, more confident in his own abilities and more knowledgeable in matters of war. It seems the time spent in Greece did him good.	Recruit Varangian warriors from the north into an elite unit that will serve as the personal guard of the [Root.GetTitle].
EVTOPTA_TOG_3129	Welcome home, [From.GetFirstName]!	The Varangian Guard is formed.
EVTDESC_TOG_3131	Several former Varangian Guardsmen have recently returned home after serving the Greek king, and they bring news most grave. Your son, [From.GetTitledFirstName], fell in battle while campaigning in Serkland. They assure you that he faced his enemy with bravery and slew many before their numbers overwhelmed him.	The Varangian Guard
EVTOPTA_TOG_3131	He died a hero...	Varangian raiders sailing from the distant north down the rivers leading into the Black Sea have proven themselves to be formidable warriors. You have managed to recruit a great many of their number into a personal guard loyal only to the [Root.GetTitle].\n\nThis new Varangian Guard will not only form a powerful shock force against the Empire's many enemies, but their foreign roots should also preclude them from becoming too entangled in the palace intrigue and power struggles that are so commonplace in Constantinople.
EVTDESC_TOG_3133	[From.GetTitledFirstName] has at last returned from Greece on a longship filled with the spoils of war! Apparently the great king of the Greeks is generous to those who serve him well, and there is gold here from all over the Greek realm, Serkland and beyond. Your son insists on sharing these riches with you, his loving father.	They shall serve me well.
EVTOPTA_TOG_3133	[From.GetFirstName], you make me proud!	[From.GetFirstName], the great king of the Greeks, is distraught over the poor mettle of his countrymen. Knowing well our skill in battle, he has decided to form a bodyguard consisting solely of Norse warriors.\n\nThose who serve him in the great city of Miklagård are generously rewarded, and even now many of our young men, eager for riches and adventure, have departed for Greece to pick up his banner.
EVTDESC_TOG_3134	Upon learning of the death of your father, you left the Varangian Guard and departed Miklagård for home on a longship filled with loot from your campaigns in Serkland. It was a long and perilous journey back, but your feet are now firmly planted on the soil of the land that is your birthright. The throne is yours.	May they find the excitement they yearn.
EVTOPTA_TOG_3134	It is as I remember it.	Your son, [From.GetTitledFirstName], has decided to enlist with the Varangian Guard in Miklagård and seek his fortune there! Although he will no doubt gain both riches and valuable battle experience in service of the Greek king, there will be many perils that could well cost him his life.
ca_wall_q_1	Castle Fortifications	I will not allow it!
ca_wall_q_2	Castle Fortifications	Go to Miklagård and make me proud, son.
ca_wall_q_3	Castle Fortifications	A grizzled old warrior having just returned from Greece arrived with a message from [From.GetTitledFirstName] today. Though he has left the Varangian Guard, your son has apparently found himself a Greek wife and decided to remain in Miklagård and build a new life there. It is doubtful whether you will ever see him again...
ca_wall_q_4	Castle Fortifications	My boy...
ca_wall_q_5	Castle Fortifications	After finishing his service with the Varangian Guard, [From.GetTitledFirstName] has married a local woman and decided to remain in Constantinople instead of returning home to the barbaric frozen wasteland he once came from. He has pledged his continued service to you.
ca_wall_1	Castle Walls	Very well.
ca_wall_2	Castle Walls	A heavily scarred warrior clad in strange armor approaches your throne, and before he can be disarmed, the stranger relieves your guard of his spear in a swift, fluid motion and tosses it aside. Other guards hurry forward, but you raise your hand to stop them. The stranger is [From.GetTitledFirstName], at last returned from Greece!
ca_wall_3	Castle Walls	[From.GetFirstName]! You've... changed!
ca_wall_4	Castle Walls	Your son, [From.GetTitledFirstName], has finally returned home from Greece and his service with the Varangian Guard! Although you can't quite put your finger on it, he seems different somehow... and what is this Greek love he speaks of?
ca_wall_5	Castle Walls	No matter, I'm just glad he made it home!
ca_barracks_1	Barracks	A frail, robed man is led into your throne room, and your guards explain that he just arrived on a ship coming from Miklagård. The man would only speak your name over and over again, and so he was brought to you. To your horror, you recognize him at last as [From.GetTitledFirstName]!
ca_barracks_2	Barracks	[From.GetFirstName], what have they done to you?!
ca_barracks_3	Barracks	[From.GetTitledFirstName] has finally returned home after a long and successful career in the Varangian Guard! He fought in several battles, and learned much from the clever strategies and tactics favored by both the Greeks and their enemies in Serkland.
ca_barracks_4	Barracks	Tell me of your battles, [From.GetFirstName]...
ca_barracks_5	Barracks	[From.GetTitledFirstName] has returned from Greece and the Varangian Guard, but he refuses to speak of his experiences there. You know he took part in several battles and killed many foes, but instead of reveling in the glory of his accomplishments, [From.GetFirstName] is plagued by nightmares and jumps at sudden sounds.
ca_barracks_6	Barracks	Strange...
ca_stable_1	Stables	[From.GetTitledFirstName] has come home from Miklagård and his service with the Varangian Guard, but he is not alone. He has found a Greek wife and brought her with him. She is not familiar with our customs or language, and the climate does not seem to agree with her, but she seems willing to make the best of her new home.
ca_stable_2	Stables	Each to their own.
ca_stable_3	Stables	After many years in Greece, [From.GetTitledFirstName] has finally been released from his service to the Varangian Guard and returned home. Your son is a changed man, however. The old gods no longer hold any interest for him, and he instead speaks incessantly of Christendom and the horrors that await those who refuse to convert...
ca_stable_4	Stables	I knew those Greeks would be a bad influence.
ca_stable_5	Stables	[From.GetTitledFirstName] has returned from Miklagård and the Varangian Guard as a changed man. He is wiser, more confident in his own abilities and more knowledgeable in matters of war. It seems the time spent in Greece did him good.
ca_stable_6	Stables	Welcome home, [From.GetFirstName]!
ca_culture_scottish_1	Schiltron Training Ground	Several former Varangian Guardsmen have recently returned home after serving the Greek king, and they bring news most grave. Your son, [From.GetTitledFirstName], fell in battle while campaigning in Serkland. They assure you that he faced his enemy with bravery and slew many before their numbers overwhelmed him.
