#CODE	ENGLISH	ENGLISH
#tut_5a_25	Now select one of the troops. The embark button is blue and useable, so click it. Ships move exactly like armies, so move this fleet to the neighboring sea province to the north, Moray Firth, to continue. Unpause after placing the move order and increase the speed to maximum to hasten the process.	Fleet
tut_5a_26	Off the Ships	We also have ships available. Click the military tab.
tut_5a_27	As soon as your ships arrive, let's offload the troops in the Moray province.	To the right you can see a tab named Fleets. Click that and select to raise your personal fleet.
tut_5a_28	Landing	Onto the Ships?
tut_5a_29	Make sure you have the ships selected, then click on the tab to the upper right to select the army. Now you can click on Moray to have the troops go ashore there.	To load your troops onto the ships, select the army and in the top bar you can see an embark button. 
######################################################################		Right now that button is grey though. To find out why, click your ships.
tut_menu_6	War	Ships
tut_menu_6_description	Learn about claims, casus bellis, peace outcomes and war score	You have the organization bar, the disband unit button and the split (create new unit) button. Then you have information on the number of ships, and towards the bottom we have the load capacity. This is how many troops will fit on the ships in this fleet. 300 is unfortunately a smaller number than the number of men in your current army, so select the army again. 
tut_menu_5	Military and Combat	Splitting Troops
tut_menu_5_description	Learn about units, levies, mercenaries, battles and sieges	Click the button to create a new unit. Click the transfer button on one of the troops to move it. 
######################################################################		Onto the Ships
#tut_6a_6	Innse Gall to the east of Ross seems like a good target. It would be a nice addition to our border, plus his maximum numbers of levy is not very impressive. Click on the province.	Now select one of the troops. The embark button is blue and useable, so click it. Ships move exactly like armies, so move this fleet to the neighboring sea province to the north, Moray Firth, to continue. Unpause after placing the move order and increase the speed to maximum to hasten the process.
tut_6a_8	After reviewing the county stats, open the council screen.	Off the Ships
#tut_6a_10	Now let's send our chancellor out on a secret mission to fabricate claims. Click the fabricate claims button, then click on Søroyar to place the chancellor there.	As soon as your ships arrive, let's offload the troops in the Moray province.
tut_6a_10a	Job Done	Landing
tut_6a_10b	Now you got an event pop-up. It says you now have a claim on the county which means you can go to war over it. Read it and click 'Press the claim' to continue. 	Make sure you have the ships selected, then click on the tab to the upper right to select the army. Now you can click on Moray to have the troops go ashore there.
#tut_6a_12	Now it is time to actually declare war. So click on Søroyar again. Right click the portrait of their ruler and choose to go to diplomacy.	
tut_6a_14	Click on declare war. Now you'll see the casus belli we just arranged for. Click on claim Søroyar and hit send.	War
######################################################################		Learn about claims, casus bellis, peace outcomes and war score
tut_7a_2	Plotting allows you to pursue goals in a less confrontational way than direct war. Other people can also plot against you though, so you always need to be prepared. Click the intrigue tab to continue.	Military and Combat
######################################################################		Learn about units, levies, mercenaries, battles and sieges
tut_8a_2	Religion with all that implies, can have a big impact on what happens in your game. Crusades, piety and your own religious vassals will all play their part. The church head, which will be either a Pope, Caliph or an Ecumenical Patriarch, is the religious power for each of their religions. The Pope can not just start holy wars, he is also the one who can grant you a divorce for example. Click the religion tab to continue.	
######################################################################		Innse Gall to the east of Ross seems like a good target. It would be a nice addition to our border, plus his maximum numbers of levy is not very impressive. Click on the province.
tut_9b_2	The hierarchy in Crusader Kings is strict, and those down the chain of authority provide troops and taxes to the ones above them, regulated by laws. Click next to continue.	After reviewing the province stats, open the council screen.
######################################################################		Now let's send our chancellor out on a secret mission to fabricate claims. Click the fabricate claims button, then click on Søroyar to place the chancellor there.
EVTDESC3316	I found [From.GetTitledFirstName] in [From.GetHerHis] bedchamber, hiding from the sound of soldiers practising their sword fighting. I could not help but scorn [From.GetHerHis] cowardice.	Job Done
PLOT_UNCOVERED_LETTER	I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$	Now you got an event pop-up. It says you now have a claim on the province which means you can go to war over it. Read it and click 'Press the claim' to continue. 
MINOR_PLOT_UNCOVERED_LETTER	I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$	Now it is time to actually declare war. So click on Søroyar again. Right click the portrait of their ruler and choose to go to diplomacy.
EVTDESC3665	I was deeply absorbed in writing an ode to a nightingale when I was approached and asked if I could recite some of my poems for the court. Everyone had gathered inside to ride out the storm that had hit [Root.Location.GetName] so I had a fairly large audience.	Click on declare war. Now you'll see the casus belli we just arranged for. Click on claim Søroyar and hit send.
EVTOPTA3665	This is a poem about courtly love... *ahem*	
EVTOPTB3665	I think this poem about a sinful character will be entertaining...	Plotting allows you to pursue goals in a less confrontational way than direct war. Other people can also plot against you though, so you always need to be prepared. Click the intrigue tab to continue.
EVTOPTC3665	The life of a saint is always good material for poetry...	
EVTOPTD3665	You wouldn't appreciate my poems	Religion with all that implies, can have a big impact on what happens in your game. Crusades, piety and your own religious vassals will all play their part. The church head, which will be either a Pope, Caliph or an Ecumenical Patriarch, is the religious power for each of their religions. The Pope can not just start holy wars, he is also the one who can grant you a divorce for example. Click the religion tab to continue.
opinion_mildly_disappointed	Mildly disappointed	
opinion_liar	Liar	The hierarchy in Crusader Kings is strict, and those down the chain of authority provide troops and taxes to the ones above them, regulated by laws. Click next to continue.
opinion_sad	Sad	
CALL_ALLY_INTERACTION_LETTER_2	If we accept, we will be part of $WARLIST$	I found [From.GetTitledFirstName] in [From.GetHerHis] bedchamber, hiding from the sound of soldiers practising their sword fighting. I could not help but scorn [From.GetHerHis] cowardice.
EVTDESC38294	I cannot get the words to flow as they used to and the idea to write my thoughts in poetry has ceased to be a necessity. I have lost the Poet trait.	I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$
EVTDESC3675	You must help me!' the courtier said, 'I need a poem for my sweetheart and I have no time to write it myself. Can you please help me?'	I have discovered a plot where $PLOTTER$ seeks to $PLOTNAME$.\n\nYour humble spymaster,\n$SPYMASTER$
EVTOPTA3675	Of course! What kind do you want? An ode, a sonnet?	I was deeply absorbed in writing an ode to a nightingale when I was approached and asked if I could recite some of my poems for the court. Everyone had gathered inside to ride out the storm that had hit [Root.Location.GetName] so I had a fairly large audience.
EVTOPTB3675	For a small sum I would be happy to provide you with a love poem	This is a poem about courtly love... *ahem*
EVTOPTC3675	You should give your sweetheart a poem of your own!	I think this poem about a sinful character will be entertaining...
EVTDESC3676	[From.GetTitledFirstName] gave a piece of paper to one of the courtiers, who gave [From.GetHerHim] a kiss on the cheek before running of. Did my spouse [From.GetFirstName] just give a love poem to a courtier?	The life of a saint is always good material for poetry...
EVTOPTA3676	It probably does not mean anything	You wouldn't appreciate my poems
EVTOPTB3676	Why do I never get poems from [From.GetFirstName]?	Mildly disappointed
EVTTOOLTIP3677	[Root.GetTitledFirstName] misunderstood the situation	Liar
EVTDESC3677	I hadn't really thought about the implications of giving a love poem to a courtier, no matter what that courtier would do with it. My [From.GetFirstName] misunderstand and believed it to have more significance than it had.	Sad
EVTOPTA3677	Honey, the poem was for the courtier's sweetheart, no one else	If we accept, we will be part of $WARLIST$
EVTOPTB3677	Do these earrings prove my love for you?	I cannot get the words to flow as they used to and the idea to write my thoughts in poetry has ceased to be a necessity. I have lost the Poet trait.
